date,home_team,away_team,market,selection,line,registry_market_key,registry_display_name,market_family,model_status,trained_directly,validation_status,betting_status,stake_allowed,default_tracking_action,model_probability,fair_odds,min_odds_ev5,min_odds_ev10,min_odds_ev15,source_model,model_confidence,registry_probability_source,fiabilidad_pct,fiabilidad_nivel,model_regime,poisson_weight,notes,registry_notes,next_step
2026-06-24,Switzerland,Canada,btts,Yes,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.4858,2.058,2.161,2.264,2.367,ensemble_btts,high,xgb_btts + poisson_goals ensemble,57.5,MEDIA,xgb_lean,0.25,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-26,Cape Verde,Saudi Arabia,btts,No,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.5212,1.919,2.015,2.111,2.206,ensemble_btts,high,xgb_btts + poisson_goals ensemble,57.0,MEDIA,blend,0.3895,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-26,Cape Verde,Saudi Arabia,btts,Yes,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.4788,2.089,2.193,2.297,2.402,ensemble_btts,high,xgb_btts + poisson_goals ensemble,57.0,MEDIA,blend,0.3895,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-20,Netherlands,Sweden,btts,Yes,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.5026,1.99,2.089,2.189,2.288,ensemble_btts,high,xgb_btts + poisson_goals ensemble,56.1,MEDIA,xgb_lean,0.3228,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-20,Netherlands,Sweden,btts,No,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.4974,2.01,2.111,2.211,2.312,ensemble_btts,high,xgb_btts + poisson_goals ensemble,56.1,MEDIA,xgb_lean,0.3228,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-22,Jordan,Algeria,btts,No,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.5085,1.967,2.065,2.163,2.262,ensemble_btts,high,xgb_btts + poisson_goals ensemble,55.6,MEDIA,poisson_lean,0.8,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-22,Jordan,Algeria,btts,Yes,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.4915,2.035,2.136,2.238,2.34,ensemble_btts,high,xgb_btts + poisson_goals ensemble,55.6,MEDIA,poisson_lean,0.8,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-17,Portugal,DR Congo,btts,No,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.5125,1.951,2.049,2.146,2.244,ensemble_btts,high,xgb_btts + poisson_goals ensemble,55.4,MEDIA,blend,0.5789,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-17,Portugal,DR Congo,btts,Yes,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.4875,2.051,2.154,2.256,2.359,ensemble_btts,high,xgb_btts + poisson_goals ensemble,55.4,MEDIA,blend,0.5789,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-26,Uruguay,Spain,btts,No,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.5449,1.835,1.927,2.019,2.11,ensemble_btts,medium,xgb_btts + poisson_goals ensemble,55.3,MEDIA,blend,0.5255,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-26,Uruguay,Spain,btts,Yes,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.4551,2.197,2.307,2.417,2.527,ensemble_btts,medium,xgb_btts + poisson_goals ensemble,55.3,MEDIA,blend,0.5255,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-16,Argentina,Algeria,btts,No,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.5607,1.783,1.873,1.962,2.051,ensemble_btts,high,xgb_btts + poisson_goals ensemble,55.1,MEDIA,blend,0.3686,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-27,Croatia,Ghana,btts,No,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.5535,1.807,1.897,1.987,2.078,ensemble_btts,high,xgb_btts + poisson_goals ensemble,53.7,MEDIA,blend,0.3769,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-27,Croatia,Ghana,btts,Yes,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.4465,2.24,2.352,2.464,2.576,ensemble_btts,high,xgb_btts + poisson_goals ensemble,53.7,MEDIA,blend,0.3769,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-25,Japan,Sweden,btts,No,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.5533,1.807,1.898,1.988,2.078,ensemble_btts,medium,xgb_btts + poisson_goals ensemble,53.6,MEDIA,xgb_lean,0.3279,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-25,Japan,Sweden,btts,Yes,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.4467,2.239,2.351,2.463,2.574,ensemble_btts,medium,xgb_btts + poisson_goals ensemble,53.6,MEDIA,xgb_lean,0.3279,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-16,France,Senegal,btts,No,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.5465,1.83,1.921,2.013,2.104,ensemble_btts,high,xgb_btts + poisson_goals ensemble,53.5,MEDIA,blend,0.4287,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-16,France,Senegal,btts,Yes,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.4535,2.205,2.315,2.426,2.536,ensemble_btts,high,xgb_btts + poisson_goals ensemble,53.5,MEDIA,blend,0.4287,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-21,New Zealand,Egypt,btts,No,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.5288,1.891,1.986,2.08,2.175,ensemble_btts,high,xgb_btts + poisson_goals ensemble,53.0,MEDIA,blend,0.4749,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-21,New Zealand,Egypt,btts,Yes,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.4712,2.122,2.228,2.334,2.441,ensemble_btts,high,xgb_btts + poisson_goals ensemble,53.0,MEDIA,blend,0.4749,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-20,Germany,Ivory Coast,btts,No,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.5274,1.896,1.991,2.086,2.181,ensemble_btts,high,xgb_btts + poisson_goals ensemble,52.2,MEDIA,xgb_lean,0.2757,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-20,Germany,Ivory Coast,btts,Yes,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.4726,2.116,2.222,2.328,2.433,ensemble_btts,high,xgb_btts + poisson_goals ensemble,52.2,MEDIA,xgb_lean,0.2757,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-12,Canada,Bosnia and Herzegovina,btts,No,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.5399,1.852,1.945,2.037,2.13,ensemble_btts,high,xgb_btts + poisson_goals ensemble,51.8,MEDIA,xgb_lean,0.25,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-12,Canada,Bosnia and Herzegovina,btts,Yes,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.4601,2.173,2.282,2.391,2.499,ensemble_btts,high,xgb_btts + poisson_goals ensemble,51.8,MEDIA,xgb_lean,0.25,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-24,Scotland,Brazil,btts,Yes,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.5025,1.99,2.09,2.189,2.289,ensemble_btts,high,xgb_btts + poisson_goals ensemble,51.7,MEDIA,blend,0.4403,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-24,Scotland,Brazil,btts,No,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.4975,2.01,2.111,2.211,2.312,ensemble_btts,high,xgb_btts + poisson_goals ensemble,51.7,MEDIA,blend,0.4403,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-23,Colombia,DR Congo,btts,No,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.5261,1.901,1.996,2.091,2.186,ensemble_btts,high,xgb_btts + poisson_goals ensemble,51.2,MEDIA,xgb_lean,0.25,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-23,Colombia,DR Congo,btts,Yes,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.4739,2.11,2.216,2.321,2.427,ensemble_btts,high,xgb_btts + poisson_goals ensemble,51.2,MEDIA,xgb_lean,0.25,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-23,England,Ghana,btts,No,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.5596,1.787,1.876,1.966,2.055,ensemble_btts,high,xgb_btts + poisson_goals ensemble,50.9,MEDIA,blend,0.6442,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-23,England,Ghana,btts,Yes,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.4404,2.271,2.384,2.498,2.611,ensemble_btts,high,xgb_btts + poisson_goals ensemble,50.9,MEDIA,blend,0.6442,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
